Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Helicopter fire injuring occupant,loss_of_balance,itching,sunken_eyes,weight_gain,,,,,,,,,,,,,
Crushing injury of right ring finger,cough,pain_behind_the_eyes,knee_pain,acidity,spotting_urination,vomiting,neck_pain,,,,,,,,,,
Cicatricial alopecia [scarring hair loss],foul_smell_ofurine,dischromic_patches,irregular_sugar_level,blackheads,fluid_overload,mood_swings,sunken_eyes,,,,,,,,,,
"Chronic multifocal osteomyelitis, ankle and foot",belly_pain,enlarged_thyroid,blackheads,indigestion,fluid_overload,,,,,,,,,,,,
Hereditary and idiopathic neuropathy,weight_loss,distention_of_abdomen,high_fever,sweating,,,,,,,,,,,,,
"Amebiasis, unspecified",inflammatory_nails,patches_in_throat,blurred_and_distorted_vision,passage_of_gases,,,,,,,,,,,,,
Psychological abuse complicating pregnancy,swollen_extremeties,weakness_of_one_body_side,neck_pain,stomach_pain,swelling_joints,weakness_in_limbs,,,,,,,,,,,
Insect bite (nonvenomous) of left wrist,malaise,congestion,enlarged_thyroid,irregular_sugar_level,,,,,,,,,,,,,
"Other specified injury of lesser saphenous vein at lower leg level, right leg",weakness_in_limbs,swollen_extremeties,red_sore_around_nose,constipation,diarrhoea,swollen_legs,,,,,,,,,,,
Unspecified occupant of ambulance or fire engine injured in nontraffic accident,spotting_urination,blackheads,rusty_sputum,yellow_crust_ooze,knee_pain,dischromic_patches,,,,,,,,,,,
Displaced fracture of distal phalanx of right middle finger,yellowish_skin,inflammatory_nails,swelled_lymph_nodes,brittle_nails,abdominal_pain,anxiety,high_fever,,,,,,,,,,
Displaced fracture of medial wall of right acetabulum,knee_pain,itching,chills,chest_pain,weakness_in_limbs,hip_joint_pain,,,,,,,,,,,
"Chronic gout due to renal impairment, unspecified wrist",continuous_feel_of_urine,swelling_of_stomach,stiff_neck,depression,foul_smell_ofurine,blackheads,loss_of_balance,,,,,,,,,,
Herpesviral infection of genitalia and urogenital tract,cold_hands_and_feets,drying_and_tingling_lips,coma,back_pain,throat_irritation,stiff_neck,,,,,,,,,,,
"Injury of trigeminal nerve, left side",excessive_hunger,blood_in_sputum,enlarged_thyroid,yellowish_skin,,,,,,,,,,,,,
"Family history of other disabilities and chronic diseases leading to disablement, not elsewhere classified",burning_micturition,yellowing_of_eyes,cold_hands_and_feets,enlarged_thyroid,,,,,,,,,,,,,
Causalgia of lower limb,fast_heart_rate,altered_sensorium,stomach_bleeding,pain_in_anal_region,,,,,,,,,,,,,
"Explosion of bomb placed during war operations but exploding after cessation of hostilities, civilian",anxiety,skin_rash,loss_of_balance,acidity,prominent_veins_on_calf,ulcers_on_tongue,distention_of_abdomen,,,,,,,,,,
Monoplegia of lower limb following unspecified cerebrovascular disease,rusty_sputum,swollen_extremeties,fatigue,neck_pain,,,,,,,,,,,,,
Other otitis externa,mild_fever,extra_marital_contacts,obesity,congestion,,,,,,,,,,,,,
"Arthropathy following intestinal bypass, vertebrae",bladder_discomfort,back_pain,dischromic_patches,hip_joint_pain,dehydration,drying_and_tingling_lips,continuous_feel_of_urine,,,,,,,,,,
Corrosion of third degree of right forearm,muscle_pain,altered_sensorium,family_history,continuous_feel_of_urine,swollen_extremeties,chills,painful_walking,,,,,,,,,,
Acquired absence of kidney,blister,weakness_of_one_body_side,fluid_overload,headache,constipation,weakness_in_limbs,continuous_sneezing,,,,,,,,,,
"Poisoning by other antipsychotics and neuroleptics, undetermined",stomach_pain,joint_pain,redness_of_eyes,swollen_legs,red_sore_around_nose,cramps,,,,,,,,,,,
Struck by turtle,stomach_bleeding,nausea,knee_pain,bladder_discomfort,,,,,,,,,,,,,
Pain in joint,coma,indigestion,small_dents_in_nails,joint_pain,redness_of_eyes,,,,,,,,,,,,
Malignant neoplasm of unspecified bones and articular cartilage of limb,dischromic_patches,high_fever,family_history,weight_gain,,,,,,,,,,,,,
Burn of unspecified degree of unspecified scapular region,excessive_hunger,chest_pain,bladder_discomfort,pain_behind_the_eyes,,,,,,,,,,,,,
Burn of second degree of multiple sites of right wrist and hand,skin_peeling,passage_of_gases,sunken_eyes,congestion,,,,,,,,,,,,,
Unspecified occupant of pick-up truck or van injured in noncollision transport accident in nontraffic accident,abdominal_pain,lethargy,congestion,swollen_legs,internal_itching,indigestion,,,,,,,,,,,
Superficial frostbite of right arm,fast_heart_rate,dischromic_patches,anxiety,yellow_urine,,,,,,,,,,,,,
Other secondary kyphosis,cramps,high_fever,weight_loss,cough,blood_in_sputum,sunken_eyes,weakness_in_limbs,,,,,,,,,,
Other maternal infectious and parasitic diseases complicating the puerperium,malaise,weakness_of_one_body_side,belly_pain,painful_walking,burning_micturition,irritability,blackheads,,,,,,,,,,
Contusion of left great toe without damage to nail,abdominal_pain,pain_in_anal_region,blood_in_sputum,excessive_hunger,runny_nose,drying_and_tingling_lips,,,,,,,,,,,
Unspecified adverse effect of drug or medicament,pain_in_anal_region,painful_walking,silver_like_dusting,swelling_of_stomach,loss_of_smell,sunken_eyes,,,,,,,,,,,
"Bucket-handle tear of unspecified meniscus, current injury, unspecified knee",red_spots_over_body,fatigue,cough,drying_and_tingling_lips,acidity,,,,,,,,,,,,
Laceration with foreign body of trachea,yellow_urine,continuous_sneezing,belly_pain,yellowing_of_eyes,itching,weakness_of_one_body_side,extra_marital_contacts,,,,,,,,,,
"Transplanted organ and tissue status, unspecified",foul_smell_ofurine,lethargy,congestion,fast_heart_rate,constipation,,,,,,,,,,,,
Congenital hydrocephalus,swelling_joints,lack_of_concentration,malaise,acute_liver_failure,passage_of_gases,movement_stiffness,,,,,,,,,,,
Unspecified injury of unspecified internal jugular vein,pus_filled_pimples,chest_pain,unsteadiness,puffy_face_and_eyes,constipation,,,,,,,,,,,,
Unspecified fracture of upper end of right humerus,patches_in_throat,redness_of_eyes,yellowing_of_eyes,dischromic_patches,nodal_skin_eruptions,,,,,,,,,,,,
Other superficial bite of right eyelid and periocular area,weakness_of_one_body_side,mood_swings,skin_peeling,bloody_stool,red_sore_around_nose,weight_loss,stomach_bleeding,,,,,,,,,,
"Early congenital syphilis, unspecified",passage_of_gases,itching,fast_heart_rate,muscle_weakness,,,,,,,,,,,,,
"Toxic effect of unspecified metal, intentional self-harm",chest_pain,cough,pain_during_bowel_movements,enlarged_thyroid,dehydration,internal_itching,,,,,,,,,,,
Breakdown (mechanical) of unspecified cardiac electronic device,knee_pain,restlessness,spotting_urination,swelling_of_stomach,depression,,,,,,,,,,,,
Oral submucous fibrosis,weakness_in_limbs,silver_like_dusting,spotting_urination,mild_fever,puffy_face_and_eyes,loss_of_appetite,,,,,,,,,,,
Adverse effect of cannabis (derivatives),slurred_speech,pain_behind_the_eyes,mood_swings,abdominal_pain,depression,cramps,,,,,,,,,,,
"Poisoning by appetite depressants, assault",dark_urine,receiving_blood_transfusion,obesity,muscle_pain,back_pain,stomach_pain,,,,,,,,,,,
Renal tubulo-interstitial disorders in diseases classified elsewhere,obesity,family_history,dischromic_patches,bloody_stool,skin_peeling,nodal_skin_eruptions,restlessness,,,,,,,,,,
Type O blood,pain_during_bowel_movements,cramps,history_of_alcohol_consumption,headache,,,,,,,,,,,,,
Underdosing of unspecified antidepressants,receiving_blood_transfusion,receiving_unsterile_injections,swelled_lymph_nodes,excessive_hunger,headache,movement_stiffness,,,,,,,,,,,
Unspecified cataclysmic storm,mild_fever,sweating,pain_in_anal_region,restlessness,,,,,,,,,,,,,
"Subluxation of metacarpal (bone), proximal end of right hand",bloody_stool,weight_loss,throat_irritation,blister,weight_gain,prominent_veins_on_calf,,,,,,,,,,,
Laceration of thoracic trachea,puffy_face_and_eyes,rusty_sputum,excessive_hunger,swollen_blood_vessels,bruising,loss_of_smell,,,,,,,,,,,
"Puncture wound with foreign body, left thigh",red_sore_around_nose,belly_pain,diarrhoea,nodal_skin_eruptions,spinning_movements,,,,,,,,,,,,
"Twin pregnancy, monochorionic/monoamniotic",lethargy,skin_peeling,irregular_sugar_level,palpitations,,,,,,,,,,,,,
"Other reactive arthropathies, hip",blood_in_sputum,swelled_lymph_nodes,receiving_blood_transfusion,knee_pain,muscle_weakness,mood_swings,,,,,,,,,,,
"Displaced comminuted fracture of shaft of radius, unspecified arm",yellow_crust_ooze,spinning_movements,blurred_and_distorted_vision,chills,indigestion,continuous_sneezing,spotting_urination,,,,,,,,,,
Posterior dislocation of unspecified acromioclavicular joint,abnormal_menstruation,polyuria,patches_in_throat,small_dents_in_nails,,,,,,,,,,,,,
Drug or chemical induced diabetes mellitus with skin complications,dark_urine,yellowish_skin,back_pain,prognosis,depression,,,,,,,,,,,,
Major laceration of celiac artery,swollen_blood_vessels,yellow_urine,chills,continuous_feel_of_urine,,,,,,,,,,,,,
"Other physeal fracture of upper end of radius, unspecified arm",muscle_weakness,nodal_skin_eruptions,swelling_of_stomach,diarrhoea,prominent_veins_on_calf,blister,coma,,,,,,,,,,
Unspecified injury of face,ulcers_on_tongue,puffy_face_and_eyes,stomach_pain,dehydration,congestion,cough,neck_pain,,,,,,,,,,
"Charcot's joint, knee",burning_micturition,receiving_unsterile_injections,dizziness,nausea,muscle_pain,,,,,,,,,,,,
Other rheumatoid arthritis with rheumatoid factor of knee,muscle_wasting,slurred_speech,family_history,yellowish_skin,shivering,,,,,,,,,,,,
Other and unspecified noninfective gastroenteritis and colitis,family_history,dark_urine,mild_fever,receiving_unsterile_injections,,,,,,,,,,,,,
Contusion of left front wall of thorax,internal_itching,obesity,shivering,dischromic_patches,,,,,,,,,,,,,
Tenonitis of orbit,red_sore_around_nose,slurred_speech,anxiety,weight_gain,nausea,throat_irritation,history_of_alcohol_consumption,,,,,,,,,,
Burn of unspecified degree of lip(s),headache,rusty_sputum,receiving_blood_transfusion,toxic_look_(typhos),skin_rash,acidity,,,,,,,,,,,
"Superficial foreign body, right great toe",nausea,nodal_skin_eruptions,skin_peeling,phlegm,joint_pain,,,,,,,,,,,,
"Drug-induced chronic gout, left ankle and foot",skin_rash,weight_loss,hip_joint_pain,yellowish_skin,abdominal_pain,mood_swings,indigestion,,,,,,,,,,
"Ciguatera fish poisoning, intentional self-harm",altered_sensorium,ulcers_on_tongue,pain_during_bowel_movements,internal_itching,visual_disturbances,fatigue,mucoid_sputum,,,,,,,,,,
"Lateral dislocation of proximal end of tibia, right knee",blood_in_sputum,swollen_legs,enlarged_thyroid,pain_in_anal_region,joint_pain,red_sore_around_nose,sinus_pressure,,,,,,,,,,
Neoplasm of uncertain behavior of other specified urinary organs,yellow_crust_ooze,acidity,prominent_veins_on_calf,dark_urine,muscle_weakness,receiving_blood_transfusion,,,,,,,,,,,
"Open bite, left thigh",fatigue,watering_from_eyes,coma,muscle_weakness,,,,,,,,,,,,,
Burn of unspecified degree of unspecified ankle,neck_pain,nodal_skin_eruptions,blister,fatigue,cramps,swollen_blood_vessels,patches_in_throat,,,,,,,,,,
Burn of third degree of neck,slurred_speech,fatigue,nausea,irritability,loss_of_appetite,,,,,,,,,,,,
Puncture wound without foreign body of right shoulder,mucoid_sputum,blood_in_sputum,spinning_movements,restlessness,yellow_urine,polyuria,,,,,,,,,,,
Carcinoma in situ of other parts of respiratory system,coma,sunken_eyes,internal_itching,stiff_neck,,,,,,,,,,,,,
Unspecified ectropion of eyelid,history_of_alcohol_consumption,slurred_speech,fluid_overload,continuous_sneezing,hip_joint_pain,breathlessness,excessive_hunger,,,,,,,,,,
"Cocaine use, unspecified with cocaine-induced psychotic disorder",fast_heart_rate,yellow_crust_ooze,irritation_in_anus,sunken_eyes,visual_disturbances,,,,,,,,,,,,
"Poisoning by opium, assault",swollen_legs,skin_rash,mood_swings,yellow_crust_ooze,silver_like_dusting,,,,,,,,,,,,
Other specified injury of right innominate or subclavian artery,fast_heart_rate,sinus_pressure,phlegm,blood_in_sputum,loss_of_smell,hip_joint_pain,,,,,,,,,,,
Other superficial bite of left eyelid and periocular area,stomach_pain,increased_appetite,loss_of_appetite,prognosis,burning_micturition,,,,,,,,,,,,
"Collapsed vertebra, not elsewhere classified, thoracolumbar region",acidity,loss_of_smell,fatigue,swelling_of_stomach,prominent_veins_on_calf,diarrhoea,,,,,,,,,,,
Hypotony of eye,fast_heart_rate,irregular_sugar_level,redness_of_eyes,knee_pain,joint_pain,,,,,,,,,,,,
Corrosion of first degree of unspecified thumb (nail),red_spots_over_body,constipation,bruising,throat_irritation,,,,,,,,,,,,,
Unspecified sprain of unspecified wrist,movement_stiffness,swelling_joints,red_sore_around_nose,yellow_crust_ooze,,,,,,,,,,,,,
"Unspecified disorder of synovium and tendon, multiple sites",continuous_feel_of_urine,red_spots_over_body,acute_liver_failure,headache,irregular_sugar_level,neck_pain,,,,,,,,,,,
Displaced fracture of distal pole of navicular [scaphoid] bone of left wrist,knee_pain,muscle_weakness,patches_in_throat,shivering,weight_gain,,,,,,,,,,,,
"Carcinoma in situ of skin of eyelid, including canthus",stomach_pain,irritability,hip_joint_pain,red_sore_around_nose,enlarged_thyroid,,,,,,,,,,,,
Thyrotoxicosis with diffuse goiter,palpitations,dark_urine,back_pain,diarrhoea,rusty_sputum,red_sore_around_nose,,,,,,,,,,,
Pain disorders related to psychological factors,bruising,movement_stiffness,yellowing_of_eyes,knee_pain,nodal_skin_eruptions,,,,,,,,,,,,
Unspecified injury of muscle and tendon of head,pain_during_bowel_movements,skin_rash,blurred_and_distorted_vision,hip_joint_pain,sinus_pressure,visual_disturbances,,,,,,,,,,,
"Calcification and ossification of muscles associated with burns, lower leg",headache,internal_itching,restlessness,abnormal_menstruation,,,,,,,,,,,,,
Struck by other psittacines,constipation,sunken_eyes,painful_walking,runny_nose,,,,,,,,,,,,,
Puncture wound with foreign body of trachea,high_fever,distention_of_abdomen,small_dents_in_nails,irritability,obesity,,,,,,,,,,,,
Gastric ulcer,fatigue,sweating,altered_sensorium,increased_appetite,,,,,,,,,,,,,
Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,mucoid_sputum,swollen_blood_vessels,stomach_pain,burning_micturition,swelling_of_stomach,red_sore_around_nose,high_fever,,,,,,,,,,
Allergic contact dermatitis due to other agents,depression,headache,brittle_nails,stomach_bleeding,irregular_sugar_level,passage_of_gases,anxiety,,,,,,,,,,
"Poisoning by mixed antiepileptics, assault",dischromic_patches,bloody_stool,runny_nose,excessive_hunger,,,,,,,,,,,,,
Contusion of left index finger with damage to nail,runny_nose,weight_loss,loss_of_balance,fluid_overload,muscle_wasting,visual_disturbances,patches_in_throat,,,,,,,,,,
"Maternal care for other known or suspected poor fetal growth, second trimester",lethargy,muscle_wasting,small_dents_in_nails,history_of_alcohol_consumption,weight_gain,restlessness,,,,,,,,,,,
Atopic dermatitis,muscle_wasting,high_fever,stomach_pain,distention_of_abdomen,swollen_blood_vessels,skin_peeling,yellowing_of_eyes,,,,,,,,,,
Traumatic subdural hemorrhage without loss of consciousness,swelling_of_stomach,phlegm,foul_smell_ofurine,skin_rash,,,,,,,,,,,,,
Kidney donor,prominent_veins_on_calf,itching,foul_smell_ofurine,internal_itching,,,,,,,,,,,,,
Displacement of other urinary devices and implants,extra_marital_contacts,redness_of_eyes,mild_fever,mood_swings,pus_filled_pimples,coma,watering_from_eyes,,,,,,,,,,
Other disorders of pancreatic internal secretion,cramps,headache,enlarged_thyroid,drying_and_tingling_lips,joint_pain,watering_from_eyes,,,,,,,,,,,
Other paralytic strabismus,yellow_crust_ooze,irritability,diarrhoea,drying_and_tingling_lips,,,,,,,,,,,,,
"Sarcoidosis, unspecified",puffy_face_and_eyes,blood_in_sputum,continuous_feel_of_urine,obesity,slurred_speech,swollen_blood_vessels,,,,,,,,,,,
Compensatory emphysema,mucoid_sputum,irregular_sugar_level,rusty_sputum,prominent_veins_on_calf,lethargy,redness_of_eyes,runny_nose,,,,,,,,,,
"Burn of second degree of unspecified site of right lower limb, except ankle and foot",excessive_hunger,receiving_blood_transfusion,acidity,swollen_legs,weight_loss,yellowing_of_eyes,dischromic_patches,,,,,,,,,,
Mechanical loosening of internal left knee prosthetic joint,swollen_legs,receiving_blood_transfusion,small_dents_in_nails,stomach_pain,foul_smell_ofurine,,,,,,,,,,,,
Other specified transport accidents,excessive_hunger,scurring,prognosis,altered_sensorium,prominent_veins_on_calf,,,,,,,,,,,,
Other specified osteochondropathies other,nodal_skin_eruptions,bloody_stool,passage_of_gases,extra_marital_contacts,,,,,,,,,,,,,
"Other specified injury of extensor muscle, fascia and tendon of right thumb at wrist and hand level",irregular_sugar_level,slurred_speech,blood_in_sputum,lethargy,patches_in_throat,ulcers_on_tongue,,,,,,,,,,,
"Toxic effect of venom of other arthropod, intentional self-harm",acidity,scurring,obesity,irregular_sugar_level,breathlessness,headache,,,,,,,,,,,
Displacement of bile duct prosthesis,fluid_overload,spotting_urination,blackheads,bloody_stool,,,,,,,,,,,,,
"Pathological fracture, right foot",acidity,weight_loss,distention_of_abdomen,yellowish_skin,back_pain,,,,,,,,,,,,
Disorders of visual pathways in (due to) neoplasm,receiving_blood_transfusion,internal_itching,enlarged_thyroid,abnormal_menstruation,joint_pain,,,,,,,,,,,,
Edema of orbit,nausea,phlegm,acidity,pus_filled_pimples,,,,,,,,,,,,,
"Cervical disc disorder, unspecified, mid-cervical region",joint_pain,pus_filled_pimples,sweating,receiving_unsterile_injections,drying_and_tingling_lips,irritation_in_anus,continuous_sneezing,,,,,,,,,,
Disorders of tyrosine metabolism,stomach_bleeding,nausea,redness_of_eyes,high_fever,diarrhoea,swollen_extremeties,,,,,,,,,,,
Minor laceration of left carotid artery,sweating,irregular_sugar_level,unsteadiness,nausea,dischromic_patches,,,,,,,,,,,,
"Displaced fracture of body of scapula, unspecified shoulder",cold_hands_and_feets,bladder_discomfort,mild_fever,blurred_and_distorted_vision,abnormal_menstruation,palpitations,,,,,,,,,,,
"Lead-induced chronic gout, unspecified shoulder",cramps,lack_of_concentration,loss_of_smell,irregular_sugar_level,,,,,,,,,,,,,
"Toxic effect of venom of other Australian snake, assault",blister,mood_swings,brittle_nails,pain_during_bowel_movements,,,,,,,,,,,,,
"Poisoning by antifungal antibiotics, systemically used, assault",internal_itching,extra_marital_contacts,history_of_alcohol_consumption,skin_rash,rusty_sputum,diarrhoea,,,,,,,,,,,
"Fistula, ankle and foot",family_history,nodal_skin_eruptions,fluid_overload,depression,dischromic_patches,swollen_extremeties,bloody_stool,,,,,,,,,,
Malignant neoplasm of tonsil,prognosis,patches_in_throat,spinning_movements,foul_smell_ofurine,,,,,,,,,,,,,
"Laceration with foreign body, unspecified hip",brittle_nails,rusty_sputum,puffy_face_and_eyes,excessive_hunger,history_of_alcohol_consumption,skin_peeling,,,,,,,,,,,
Burn of third degree of right thigh,weight_loss,sunken_eyes,loss_of_appetite,abdominal_pain,continuous_feel_of_urine,swollen_legs,sinus_pressure,,,,,,,,,,
"Contracture, ankle and foot",rusty_sputum,silver_like_dusting,pain_during_bowel_movements,abdominal_pain,high_fever,loss_of_smell,,,,,,,,,,,
Unspecified occupant of heavy transport vehicle injured in noncollision transport accident in traffic accident,fast_heart_rate,stomach_pain,receiving_unsterile_injections,irregular_sugar_level,weight_gain,blood_in_sputum,,,,,,,,,,,
Dependent relative needing care at home,irritation_in_anus,throat_irritation,swollen_legs,chills,neck_pain,muscle_wasting,unsteadiness,,,,,,,,,,
"Fibrous dysplasia (monostotic), thigh",cramps,anxiety,neck_pain,receiving_unsterile_injections,depression,prominent_veins_on_calf,phlegm,,,,,,,,,,
Other disorders of bone development and growth,puffy_face_and_eyes,pus_filled_pimples,palpitations,red_spots_over_body,,,,,,,,,,,,,
Acquired coagulation factor deficiency,dark_urine,excessive_hunger,dischromic_patches,patches_in_throat,rusty_sputum,,,,,,,,,,,,
Other specified disorders of bladder,weight_gain,visual_disturbances,altered_sensorium,vomiting,swelling_joints,swollen_blood_vessels,pain_during_bowel_movements,,,,,,,,,,
"Poisoning by cephalosporins and other beta-lactam antibiotics, accidental (unintentional)",fatigue,dizziness,muscle_wasting,coma,cough,,,,,,,,,,,,
Optic nerve hypoplasia,foul_smell_ofurine,abdominal_pain,depression,throat_irritation,breathlessness,yellowing_of_eyes,,,,,,,,,,,
"Toxic effect of venom of caterpillars, intentional self-harm",mild_fever,prognosis,muscle_weakness,altered_sensorium,watering_from_eyes,nodal_skin_eruptions,,,,,,,,,,,
Other benign neoplasm of skin of other and unspecified parts of face,palpitations,acidity,high_fever,swollen_extremeties,abdominal_pain,,,,,,,,,,,,
Civilian aircraft involved in air transport accident with military aircraft,unsteadiness,lack_of_concentration,depression,enlarged_thyroid,,,,,,,,,,,,,
"War operations involving unspecified fire, conflagration and hot substance, military personnel",blood_in_sputum,red_spots_over_body,red_sore_around_nose,foul_smell_ofurine,dark_urine,toxic_look_(typhos),stomach_bleeding,,,,,,,,,,
Sarcoma of dendritic cells (accessory cells),itching,enlarged_thyroid,mucoid_sputum,weakness_of_one_body_side,,,,,,,,,,,,,
Salter-Harris Type III physeal fracture of right metatarsal,lack_of_concentration,dehydration,foul_smell_ofurine,constipation,,,,,,,,,,,,,
Severe persistent asthma,continuous_feel_of_urine,sunken_eyes,prominent_veins_on_calf,cough,receiving_blood_transfusion,blackheads,puffy_face_and_eyes,,,,,,,,,,
Anesthesiology devices associated with adverse incidents,cold_hands_and_feets,irregular_sugar_level,coma,nausea,,,,,,,,,,,,,
"Laceration of unspecified blood vessel at forearm level, left arm",blackheads,abnormal_menstruation,knee_pain,internal_itching,breathlessness,mood_swings,visual_disturbances,,,,,,,,,,
Puncture wound with foreign body of right index finger without damage to nail,movement_stiffness,breathlessness,swelling_of_stomach,blurred_and_distorted_vision,distention_of_abdomen,,,,,,,,,,,,
Other subluxation of unspecified ulnohumeral joint,slurred_speech,loss_of_smell,sinus_pressure,movement_stiffness,extra_marital_contacts,swollen_extremeties,,,,,,,,,,,
"Legal intervention involving unspecified firearm discharge, bystander injured",loss_of_balance,blister,skin_peeling,altered_sensorium,painful_walking,depression,,,,,,,,,,,
Laceration with foreign body of pharynx and cervical esophagus,abnormal_menstruation,yellow_crust_ooze,blurred_and_distorted_vision,scurring,muscle_wasting,cold_hands_and_feets,,,,,,,,,,,
Other vascular disorders of iris and ciliary body,lethargy,skin_rash,stomach_pain,joint_pain,,,,,,,,,,,,,
"Other acute osteomyelitis, radius and ulna",vomiting,fluid_overload,pain_behind_the_eyes,sweating,obesity,back_pain,loss_of_smell,,,,,,,,,,
Underdosing of skeletal muscle relaxants [neuromuscular blocking agents],fast_heart_rate,skin_rash,distention_of_abdomen,yellow_crust_ooze,joint_pain,puffy_face_and_eyes,muscle_wasting,,,,,,,,,,
Postprocedural subglottic stenosis,high_fever,chills,blackheads,joint_pain,,,,,,,,,,,,,
Underdosing of unspecified antipsychotics and neuroleptics,weight_loss,scurring,yellowing_of_eyes,pain_during_bowel_movements,,,,,,,,,,,,,
"Laceration of muscle, fascia and tendon of the posterior muscle group at thigh level, right thigh",family_history,nodal_skin_eruptions,nausea,weakness_in_limbs,polyuria,mood_swings,weakness_of_one_body_side,,,,,,,,,,
Struck by alligator,rusty_sputum,ulcers_on_tongue,toxic_look_(typhos),hip_joint_pain,bloody_stool,stomach_pain,lack_of_concentration,,,,,,,,,,
"Pedestrian with other conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident",skin_peeling,pain_in_anal_region,dizziness,brittle_nails,cold_hands_and_feets,nodal_skin_eruptions,,,,,,,,,,,
"Other specified disorders of synovium and tendon, elbow",neck_pain,back_pain,receiving_blood_transfusion,sweating,,,,,,,,,,,,,
Burn of unspecified degree of abdominal wall,itching,silver_like_dusting,spotting_urination,runny_nose,muscle_wasting,extra_marital_contacts,internal_itching,,,,,,,,,,
Crushed by nonvenomous snake,loss_of_appetite,receiving_unsterile_injections,weakness_in_limbs,fast_heart_rate,,,,,,,,,,,,,
"Sedative, hypnotic or anxiolytic use, unspecified with intoxication",back_pain,dehydration,sweating,knee_pain,,,,,,,,,,,,,
Diseases of the digestive system complicating childbirth,lethargy,fast_heart_rate,loss_of_balance,belly_pain,diarrhoea,,,,,,,,,,,,
Scratched by cat,slurred_speech,distention_of_abdomen,continuous_feel_of_urine,vomiting,abnormal_menstruation,,,,,,,,,,,,
Maternal care for (suspected) central nervous system malformation in fetus,painful_walking,irregular_sugar_level,hip_joint_pain,stomach_bleeding,muscle_wasting,chest_pain,,,,,,,,,,,
Major laceration of left pulmonary blood vessels,spotting_urination,patches_in_throat,bloody_stool,mood_swings,yellowing_of_eyes,,,,,,,,,,,,
"Poisoning by local astringents and local detergents, intentional self-harm",constipation,stomach_pain,painful_walking,dehydration,swollen_blood_vessels,,,,,,,,,,,,
"Toxic effect of aflatoxin, undetermined",muscle_weakness,fluid_overload,shivering,continuous_sneezing,,,,,,,,,,,,,
"Poisoning by pyrazolone derivatives, accidental (unintentional)",silver_like_dusting,enlarged_thyroid,acute_liver_failure,cold_hands_and_feets,restlessness,,,,,,,,,,,,
Malignant neoplasm of overlapping sites of bronchus and lung,lethargy,drying_and_tingling_lips,sunken_eyes,skin_peeling,fluid_overload,scurring,pus_filled_pimples,,,,,,,,,,
Benign neoplasm of hypopharynx,belly_pain,sunken_eyes,muscle_wasting,skin_peeling,weight_loss,fatigue,extra_marital_contacts,,,,,,,,,,
"Glaucoma secondary to eye trauma, bilateral",weight_loss,pain_during_bowel_movements,visual_disturbances,runny_nose,,,,,,,,,,,,,
Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration,loss_of_balance,irritability,chills,muscle_pain,,,,,,,,,,,,,
Superficial foreign body of anus,yellow_urine,acidity,swelling_of_stomach,blood_in_sputum,mood_swings,back_pain,weight_loss,,,,,,,,,,
Other fracture of shaft of left tibia,hip_joint_pain,dehydration,slurred_speech,red_spots_over_body,,,,,,,,,,,,,
Torus fracture of upper end of right humerus,spotting_urination,watering_from_eyes,stiff_neck,toxic_look_(typhos),cough,passage_of_gases,constipation,,,,,,,,,,
"Poisoning by antidotes and chelating agents, accidental (unintentional)",dark_urine,ulcers_on_tongue,weight_loss,bloody_stool,small_dents_in_nails,muscle_weakness,,,,,,,,,,,
Other specified disorders of kidney and ureter,altered_sensorium,pain_during_bowel_movements,breathlessness,enlarged_thyroid,,,,,,,,,,,,,
Striking against or struck by front passenger side automobile airbag,enlarged_thyroid,yellow_crust_ooze,patches_in_throat,sweating,spinning_movements,burning_micturition,passage_of_gases,,,,,,,,,,
Unspecified deformity of finger(s),extra_marital_contacts,palpitations,skin_peeling,scurring,yellowing_of_eyes,passage_of_gases,movement_stiffness,,,,,,,,,,
"Other specified injury of muscle, fascia and tendon at neck level",hip_joint_pain,irregular_sugar_level,ulcers_on_tongue,dark_urine,extra_marital_contacts,,,,,,,,,,,,
Non-pressure chronic ulcer of unspecified calf,skin_peeling,joint_pain,hip_joint_pain,constipation,dehydration,nodal_skin_eruptions,drying_and_tingling_lips,,,,,,,,,,
Displaced fracture of proximal third of navicular [scaphoid] bone of right wrist,polyuria,coma,runny_nose,acute_liver_failure,obesity,pus_filled_pimples,foul_smell_ofurine,,,,,,,,,,
"Strain of adductor muscle, fascia and tendon of left thigh",inflammatory_nails,loss_of_smell,abnormal_menstruation,breathlessness,prognosis,excessive_hunger,,,,,,,,,,,
"Asphyxiation due to smothering under pillow, assault",headache,sunken_eyes,sinus_pressure,pain_in_anal_region,rusty_sputum,receiving_unsterile_injections,swollen_blood_vessels,,,,,,,,,,
"Polycystic kidney, infantile type",prominent_veins_on_calf,loss_of_appetite,back_pain,passage_of_gases,excessive_hunger,,,,,,,,,,,,
